subject_id,channel_index,chromophore,hrf_peak_s,beta_main,beta_comfort,beta_richness
P18,8,HbO,5,-0.0029460603251024926,-0.009562114302422462,0.003984947538919311
P18,8,HbR,5,-3.027273784438143e-4,0.002187770316404526,1.4580786892840275e-4
P18,9,HbO,5,-0.0038793560648185043,-0.0129310245052892,0.005216865048206664
P18,9,HbR,5,-6.312888031739842e-4,4.124857620418236e-4,1.0871246557424243e-4
P18,10,HbO,5,-0.00648067807201829,-0.019686392075317735,0.008253578072654205
P18,10,HbR,5,-0.001147940779875752,-4.72217645403956e-4,0.0014079253519509898
P18,11,HbO,5,-0.004497000221793934,-0.019490700816079506,0.007086237583590032
P18,11,HbR,5,-0.0012619066567828216,-8.009241081499607e-4,2.6380107199387736e-4
P18,12,HbO,5,-0.003350641594331927,-0.016571292175574532,0.005292613121987659
P18,12,HbR,5,-8.27573954304461e-4,-7.126189566938646e-4,-1.1585524583266718e-4
P18,14,HbO,5,-0.001085450741121596,-0.005650476529432621,0.0029183518110827427
P18,14,HbR,5,5.476649721342747e-4,0.0013884778055300656,0.0010388660941556274
P18,15,HbO,5,-0.0012637748192340622,-0.009053375268971741,0.0025473160933035047
P18,15,HbR,5,1.5806892560672535e-5,0.0013680389816985662,0.0020162246068281204
P18,16,HbO,5,-0.0018465535348748856,-0.01739032523315779,-0.0015488292316961842
P18,16,HbR,5,-0.0016717445035376395,-7.419022930431814e-4,2.5124222390035035e-4
P18,17,HbO,5,-0.002737151194623237,-0.013722134324278075,-1.6444655632366414e-4
P18,17,HbR,5,-5.669868199676383e-4,0.0014001401100879661,3.973785395798156e-4
P18,18,HbO,5,1.1771516985870229e-6,5.181761130151888e-6,-3.6459905527369316e-7
P18,18,HbR,5,1.8445297295401582e-6,6.0015841362060385e-6,1.011852091590913e-5
P18,19,HbO,5,-4.908039836516928e-7,6.728941412005082e-6,1.0922687781852073e-7
P18,19,HbR,5,1.2601661980655758e-6,2.458878064070869e-6,-1.1001577340229894e-6
P18,20,HbO,5,-7.42506897408246e-7,4.532184939805802e-6,4.8664156744895296e-6
P18,20,HbR,5,3.9927608115381333e-7,-9.853789592320444e-7,4.5206076924257665e-7
P18,21,HbO,5,1.6777132151975265e-7,-3.0377829817210566e-6,-2.6805660926327608e-6
P18,21,HbR,5,-3.4003266159949003e-7,2.002635797274832e-6,1.1534840673277227e-6
P18,22,HbO,5,-0.001883748049799193,-0.012889716524122125,0.006892300832001766
P18,22,HbR,5,-2.428087918577598e-4,9.850324799684387e-4,1.6427110629154277e-4
P18,23,HbO,5,-0.0024660036923956374,-0.010771293554976113,3.787811034153138e-4
P18,23,HbR,5,-3.23257612111435e-4,0.0010296886015825522,0.001054778297182913
P18,1,HbO,8,-0.005696405709741668,-0.008728696653657253,0.002564605061176515
P18,2,HbO,8,-0.004982154632704245,-0.017386670620542232,0.008813319434904703
P18,3,HbO,8,-0.005622043624625236,-0.01148309380234467,0.005159430224842813
P18,4,HbO,8,-0.00656212475740991,-0.019755660742279482,0.009241083201262752
P18,5,HbO,8,-0.002909997284895138,-0.008915786105940047,0.005495847516738142
P18,7,HbO,8,-0.0037689905298339717,-0.008611338904342214,0.006467432557627968
P18,8,HbO,8,-0.00319741729326461,-0.008185361256672895,0.0038650829981201965
P18,9,HbO,8,-0.0037062086788108174,-0.011015004106907384,0.006416042772420916
P18,10,HbO,8,-0.005817800829510154,-0.019461899804887894,0.009223349737758995
P18,11,HbO,8,-0.0045537183085325485,-0.0180190525604248,0.0063762341368574825
P18,12,HbO,8,-0.003586817283104191,-0.013895901529744402,0.004879858941760585
P18,14,HbO,8,-0.0014283827965144978,-0.005718112034792613,0.002098150077590507
P18,15,HbO,8,-0.0016033113242611625,-0.009129046000102713,0.0015443074466098318
P18,16,HbO,8,-0.0027306350651545726,-0.014516230922084978,-9.270703091182036e-4
P18,17,HbO,8,-0.0036713940503082195,-0.010290879535923595,-3.374472937422611e-4
P18,18,HbO,8,2.156742696907908e-7,4.55322537821546e-6,-4.837841250624574e-6
P18,19,HbO,8,1.6080304669392623e-7,6.574230710276283e-6,-2.0257990036083089e-7
P18,20,HbO,8,-7.037234473446738e-7,2.8220408183798772e-6,1.5121687837408473e-6
P18,21,HbO,8,1.4264446064489033e-7,-2.28614950841542e-6,-7.907815438381613e-7
P18,22,HbO,8,-0.0025324963975762367,-0.010961672022880722,0.005749325890569042
P18,23,HbO,8,-0.0028888847590399338,-0.008435379649728904,0.0015117182132154583
P18,1,HbO,11,-0.0054182770780198545,-0.008298231802795302,9.5218637895539e-4
P18,2,HbO,11,-0.004799175480298449,-0.0140963758234607,0.00667185292381536
P18,3,HbO,11,-0.005367122945679183,-0.012502662529896428,0.004886729382264208
P18,4,HbO,11,-0.006753860082349483,-0.018011082595696365,0.007531376927910083
P18,5,HbO,11,-0.0029709204561165123,-0.00916746841148183,0.006198959811091166
P18,7,HbO,11,-0.003963309098996981,-0.006802593981871067,0.0058889725086274675
P18,8,HbO,11,-0.00314574469318806,-0.006345609557295393,0.0034170180621286616
P18,9,HbO,11,-0.0032593239620731544,-0.008455161848149602,0.0062484589802092394
P18,10,HbO,11,-0.004835798420300311,-0.017682261582043925,0.00788904526121245
P18,11,HbO,11,-0.0042240767245762525,-0.015405890154927597,0.004597014562814379
P18,12,HbO,11,-0.003478133356057586,-0.010534606584878188,0.003837384260691362
P18,14,HbO,11,-0.0015579491059996913,-0.005030555310303972,0.0011813529561376728
P18,15,HbO,11,-0.0017391017385720402,-0.008375155103271635,4.393358701178564e-4
P18,16,HbO,11,-0.00306834660130806,-0.010979874241060766,-7.76487956159838e-4
P18,17,HbO,11,-0.003959978617375105,-0.006333387747815283,-7.699545652364083e-4
P18,18,HbO,11,-8.195406474829489e-7,3.6738034165136497e-6,-7.474558926939904e-6
P18,19,HbO,11,4.554268132239451e-7,5.641904939663971e-6,1.5275648085873244e-6
P18,20,HbO,11,-5.323897363509135e-7,4.762750042129265e-7,-1.165406119785655e-6
P18,21,HbO,11,-5.71901269442531e-8,-1.4989506955685005e-6,-1.6903950765719047e-7
P18,22,HbO,11,-0.002800529295054084,-0.00839387043054292,0.004299824020789478
P18,23,HbO,11,-0.0030987238822514952,-0.005885879521130921,0.0018082772976773694
P18,1,HbO,14,-0.004894245304449198,-0.007288416049623869,-3.366331596589988e-4
P18,2,HbO,14,-0.004473306849048718,-0.010408708602962809,0.004639812392769978
P18,3,HbO,14,-0.004915644402044259,-0.012298461057225117,0.004491516082426232
P18,4,HbO,14,-0.006486105123321953,-0.015324204609387215,0.0058162261069452876
P18,5,HbO,14,-0.002699788910251781,-0.008157664361619327,0.006445434162107648
P18,7,HbO,14,-0.0038598429176142186,-0.004825322349607618,0.005085713669257312
P18,8,HbO,14,-0.002967618777205916,-0.0045740427073333615,0.0028217738093945692
P18,9,HbO,14,-0.002759357956552966,-0.005637242840545745,0.0054222111315253944
P18,10,HbO,14,-0.003883477158052176,-0.014591719771069754,0.005731242665311585
P18,11,HbO,14,-0.003652451198018824,-0.012091572043439306,0.0027853360239683345
P18,12,HbO,14,-0.003192122117840533,-0.007070863303987974,0.002724043602758692
P18,14,HbO,14,-0.0015467247477215893,-0.003934303403821349,5.02031841582703e-4
