subject_id,channel_index,chromophore,hrf_peak_s,beta_main,beta_comfort,beta_richness
P23,2,HbO,8,-0.004012936068208888,-0.006541798613516121,-0.02931156981993126
P23,3,HbO,8,-0.0018762974160805967,-0.0016915448048524797,-0.017817569947710898
P23,4,HbO,8,-0.002034318151621286,-0.002205060870940454,-0.013549435226118246
P23,5,HbO,8,-0.0026597358598786534,0.0010935733310348244,-0.013815125293243736
P23,7,HbO,8,-0.001022617031719811,0.002674217707992234,0.0010751867185207922
P23,8,HbO,8,-0.0026400152130539073,0.007652794867670172,0.008489684413231948
P23,9,HbO,8,-0.0026180995108830572,6.358300641792114e-4,-0.009052581680016304
P23,10,HbO,8,-0.00181848804863363,-0.0031210651034972933,-0.005131442457142337
P23,11,HbO,8,-0.0015945608140990471,5.398088603805471e-4,-0.0040704002471323355
P23,12,HbO,8,-0.0018898977067117076,-6.559787007056955e-4,-0.01013019684292744
P23,14,HbO,8,-0.0013606407559188364,-7.763956256765527e-4,-0.015047800629803543
P23,15,HbO,8,-0.0016015342972101766,4.969592231998893e-4,-0.012150724011566479
P23,16,HbO,8,-6.36478193910946e-5,1.6325441339982755e-4,6.080778641769246e-4
P23,17,HbO,8,-7.227843616751626e-5,1.9339466932711367e-4,5.821972353390884e-4
P23,18,HbO,8,1.482296178801848e-6,9.207315592053926e-6,2.4821399580389218e-5
P23,19,HbO,8,2.829902222368414e-6,-2.85956421874582e-6,-7.699262307524636e-6
P23,20,HbO,8,6.954968313896028e-4,0.0011966068688315649,0.005012934994453194
P23,21,HbO,8,9.530610197822189e-4,0.0016606400921143686,0.006547696636438345
P23,22,HbO,8,-5.920139696923657e-5,1.6657494792049585e-4,3.359327888394278e-4
P23,23,HbO,8,-1.154952439187632e-4,2.3334300410474322e-4,2.8032602974735824e-4
P23,1,HbO,11,-0.0010557844455901559,-0.003255955153192762,-0.0204572789577035
P23,2,HbO,11,-0.003929893571532309,-0.005450736372614141,-0.03264629290327778
P23,3,HbO,11,-0.001898635166845644,-0.0010487554259660315,-0.018934820316340393
P23,4,HbO,11,-0.0017447285353071607,-0.002240892776888223,-0.015199912854554251
P23,5,HbO,11,-0.0026249124872095237,0.0027902802499285215,-0.0222383643224622
P23,7,HbO,11,-0.0010557876495641476,0.0021651929948018076,-0.0050070193076783304
P23,8,HbO,11,-0.002693741557923805,0.00640630891966724,0.0029836143890542236
P23,9,HbO,11,-0.0024263320366604856,0.0014864941648262463,-0.009713015015376865
P23,10,HbO,11,-0.001690157346866505,9.612342503938273e-5,-0.0012766665174418412
P23,11,HbO,11,-0.0015874444193446824,1.33808892693978e-5,-0.006841280250400537
P23,12,HbO,11,-0.0018477244422416114,-6.312332501916982e-4,-0.01243801300901252
P23,14,HbO,11,-0.0012690057560717839,-6.775214197064579e-4,-0.01592224374076693
P23,15,HbO,11,-0.0018183826951579717,1.346440570132272e-4,-0.015065795753185462
P23,16,HbO,11,-5.094886640369985e-5,6.819632851650349e-5,2.4339456236317347e-4
P23,17,HbO,11,-4.970914185973372e-5,1.6745863828983323e-4,2.4537594963956695e-4
P23,18,HbO,11,1.5804291700891624e-6,9.929078226719987e-6,2.850343181122653e-5
P23,19,HbO,11,2.792170361936501e-6,-1.3412163750009906e-6,-8.178418660987827e-6
P23,20,HbO,11,3.34675849876164e-4,0.0016898647010032556,0.007207649429895559
P23,21,HbO,11,5.198411680779495e-4,0.00229260621763495,0.009429003547028341
P23,22,HbO,11,-4.65864240419279e-5,1.1468647420340226e-4,4.040665231271505e-5
P23,23,HbO,11,-1.0339014473981509e-4,1.772229174879669e-4,-1.7487356060544002e-5
P23,1,HbO,14,-9.47084451240281e-4,-0.003171388940415049,-0.0212411815744679
P23,2,HbO,14,-0.004001334764687667,-0.004762480211226102,-0.03115187991496193
P23,3,HbO,14,-0.002041828157793974,-9.4907751490015e-4,-0.018175635041032832
P23,4,HbO,14,-0.0016274583248128466,-0.002533008138021011,-0.015066151142041968
P23,5,HbO,14,-0.002795547918963638,0.0026880115717967112,-0.028717292605294573
P23,7,HbO,14,-0.0012008016761023705,0.0016176873615633748,-0.007575078561425914
P23,8,HbO,14,-0.002853952625853053,0.004956992703336896,7.219945108161624e-5
P23,9,HbO,14,-0.002252342163730868,0.0014499644250303835,-0.010720617537184353
P23,10,HbO,14,-0.001678556756894645,0.0016156005875023849,-6.001121300769297e-4
P23,11,HbO,14,-0.0017248720596757295,-0.0012121818567216154,-0.010300348414380461
P23,12,HbO,14,-0.0018682310057558662,-0.0010445214724457955,-0.013977247202885136
P23,14,HbO,14,-0.0012053696315531674,-4.426084014590549e-4,-0.014338829467776914
P23,15,HbO,14,-0.00207097292218607,-4.103843189281106e-4,-0.0170117189520482
P23,16,HbO,14,-4.498276588236081e-5,-1.1487773370132586e-5,-4.369749806159845e-5
P23,17,HbO,14,-3.777513917749663e-5,1.474143945161849e-4,1.5538822252303493e-5
P23,18,HbO,14,1.3875220374726036e-6,1.0840669043904489e-5,3.598535075489707e-5
P23,19,HbO,14,2.540449740193046e-6,-5.08707077416884e-7,-1.950215163143286e-6
P23,20,HbO,14,1.7195994161085903e-5,0.00202055159264484,0.008743759694023513
P23,21,HbO,14,1.3526314669794643e-4,0.002703417257184577,0.011431498970771788
P23,22,HbO,14,-4.094252690039033e-5,5.405385828003258e-5,-1.731669427103232e-4
P23,23,HbO,14,-1.0285539778816347e-4,1.1798348287924967e-4,-1.650709193547329e-4
P23,1,HbO,17,-8.129866664047028e-4,-0.0025237500123002523,-0.019485768129210837
P23,2,HbO,17,-0.004038676868852013,-0.003517125932363439,-0.02433266944659241
P23,3,HbO,17,-0.0020867708296295256,-7.527111984265805e-4,-0.01595792337131624
P23,4,HbO,17,-0.001537611101734797,-0.0021546399161023236,-0.012151347049910598
P23,5,HbO,17,-0.0028598481488425944,0.0025805537675277408,-0.030734837437313686
P23,7,HbO,17,-0.0013701326906124418,0.001524962256997696,-0.007208915339098548
P23,8,HbO,17,-0.002992133030463997,0.003869448558637901,-2.086365846728463e-4
P23,9,HbO,17,-0.0020826956405277514,0.0013541199920042296,-0.010650503293847802
P23,10,HbO,17,-0.001654632763004519,0.002613737663103466,-5.442065469118977e-4
P23,11,HbO,17,-0.0018459555053749789,-0.0016324966792575174,-0.010737217322215156
P23,12,HbO,17,-0.0018676344611738736,-7.891943452646808e-4,-0.012160213327871367
P23,14,HbO,17,-0.0010083388582283561,3.0811593255546907e-4,-0.01057734188591566
P23,15,HbO,17,-0.002173257287522423,-6.454155578440741e-4,-0.016595679126209302
P23,16,HbO,17,-3.792416675494092e-5,-6.500037317822691e-5,-2.3661068268918527e-4
P23,17,HbO,17,-3.118533272523431e-5,1.3566546723258583e-4,-1.1449402075847131e-4
P23,18,HbO,17,9.525316566174779e-7,1.0738047602275938e-5,4.179239925114133e-5
P23,19,HbO,17,1.9724121632571314e-6,-8.011370139182801e-7,4.7583629787149816e-6
P23,20,HbO,17,-2.7188597561004173e-4,0.0022006162046741573,0.009685169013016597
P23,21,HbO,17,-2.191340825603651e-4,0.0029090904639049613,0.012638293110571977
P23,22,HbO,17,-3.755982573591361e-5,6.280228538102961e-6,-2.73872324195971e-4
P23,23,HbO,17,-9.930517691889575e-5,7.332609711971304e-5,-1.8946843486873554e-4
P60,1,HbO,5,-0.0018095029522350173,-0.0039635566366041305,-0.01322699910774345
P60,1,HbR,5,1.123852841279488e-4,0.0018411343117591785,0.007369624613560587
P60,2,HbO,5,-0.0011161730151181995,-0.002019354425483837,-0.0011544486822257741
P60,2,HbR,5,1.949166429540538e-4,0.001035400814280714,4.2989849001425455e-4
P60,3,HbO,5,-8.325849216153224e-4,-2.726231981325142e-4,-0.010421761865178677
P60,3,HbR,5,-7.614954414909153e-4,-2.1321155883235595e-4,0.0027441390245055985
P60,4,HbO,5,-1.7479145002827196e-4,-0.0012426245384422351,-0.002773114332721218
P60,4,HbR,5,2.20382921303573e-5,4.23371119184009e-4,6.85083619007502e-4
P60,5,HbO,5,-5.875748533380277e-5,1.5775714746571218e-5,-5.390963027416257e-4
P60,5,HbR,5,6.076708035582255e-6,-4.71281895591474e-5,9.412628499859829e-5
P60,7,HbO,5,-4.93007609750745e-5,1.1980952712836122e-4,1.2853610642933527e-4
P60,7,HbR,5,-3.2674424820684326e-5,-3.621388369635016e-5,-3.238894747971816e-4
P60,8,HbO,5,1.464421931916931e-5,-1.1703349268427845e-4,-5.6651580074437144e-5
P60,8,HbR,5,-4.381671863743557e-5,1.456484434588453e-4,-2.90697183968296e-4
P60,9,HbO,5,-2.2993334889656424e-4,-0.002350833150915037,-8.542733950441477e-4
P60,9,HbR,5,2.5211519725504075e-6,6.864508308160562e-4,-5.045595720651844e-4
P60,10,HbO,5,-5.926313886477687e-4,-0.001543345792930607,0.003820912636694098
P60,10,HbR,5,-2.661232143657346e-4,-0.0016767568490288,-0.003398289140142391
P60,11,HbO,5,-8.616061864354932e-4,-3.0337358371410576e-4,-4.923279402827393e-4
P60,11,HbR,5,-2.0831987628813378e-5,-1.6254776439929722e-5,-2.3969171384285355e-4
P60,12,HbO,5,-0.00207963340744513,-5.139006573791287e-5,-0.006182161377325078
P60,12,HbR,5,1.2793138641749188e-4,-2.227576673926079e-4,6.464917338829042e-5
P60,14,HbO,5,9.619892582193122e-5,2.796174516643599e-4,-0.005950826812238574
P60,14,HbR,5,1.2328334513860714e-4,5.153736897776582e-4,7.29782701901665e-4
P60,15,HbO,5,0.0019922388335900047,-0.0028229276679185285,-0.004404919099859929
P60,15,HbR,5,8.065658830647564e-4,-5.097297917826861e-4,4.265856367803123e-4
P60,16,HbO,5,0.0010081551122588387,-0.0018754287493961393,-0.014515201182594702
P60,16,HbR,5,-8.193354155839927e-5,5.523932081339019e-4,0.0010009426743393794
P60,17,HbO,5,-0.001090104077210976,0.0034960110044592618,-0.013001355467602383
P60,17,HbR,5,-4.61988747835474e-4,-6.513813444502876e-4,0.002437879176519642
P60,18,HbO,5,-8.180870983542733e-6,2.928236399918917e-5,7.333987153443883e-5
P60,18,HbR,5,1.5310532831641095e-7,2.641826872337953e-5,3.478401773261822e-5
P60,19,HbO,5,-6.996531362256782e-6,-2.7913281701455022e-6,2.1910429000195467e-5
P60,19,HbR,5,-1.8003369187149437e-6,1.9749324383398452e-5,3.850317490291786e-5
P60,22,HbO,5,-9.179342411047073e-4,-7.894842075148046e-4,-0.017764945787384814
P60,22,HbR,5,-3.068759912770079e-5,-3.9446079819187665e-5,0.0032619002295468298
P60,23,HbO,5,-0.00381575009837546,0.0018235980541478414,-0.0031747276534306317
P60,23,HbR,5,-4.6271289556580207e-4,4.920010967827528e-4,-6.469271656298273e-4
P60,1,HbO,8,-0.0024223776080509658,-0.0032218417111392833,-0.00857968309391065
P60,2,HbO,8,-0.001731889411642131,-0.001282605727570791,-0.0029772494037352886
P60,3,HbO,8,-0.0026421707938788378,-3.7023522635016193e-4,-0.008224912881774852
P60,4,HbO,8,-5.622180766255958e-4,-7.671585772790973e-4,-0.0032560129612337406
P60,5,HbO,8,-6.546301916812704e-5,-3.506543258503735e-5,-5.084589314387402e-4
P60,7,HbO,8,-8.625837279971219e-6,-1.7486304026999195e-5,3.486794486744906e-5
P60,8,HbO,8,-2.683698591219478e-5,-1.1061765400753281e-4,-1.8621193746412633e-4
P60,9,HbO,8,-5.036434745813172e-4,-0.0018618509821261733,-0.0015420652212964315
P60,10,HbO,8,-0.0016561010641133061,-4.83379469261941e-4,0.0038611837262731564
P60,11,HbO,8,-9.466900468186757e-4,-5.320039466333249e-4,-6.348816767146899e-4
P60,12,HbO,8,-0.002506983425261756,-1.0160509323720583e-4,-0.004718041507689636
P60,14,HbO,8,-3.083870796837495e-5,-3.2427741791106034e-4,-0.004514117308942721
P60,15,HbO,8,0.0012303313514262417,-0.0034356441915186792,-0.002093887439034726
P60,16,HbO,8,3.572932505992011e-4,-0.0010821708963710038,-0.011324832892066487
P60,17,HbO,8,-0.0016217228079517922,0.0014898880409255375,-0.012566179866200032
P60,18,HbO,8,-8.853495422446275e-6,2.1736326662534445e-5,6.447300543123011e-5
P60,19,HbO,8,-6.907654518840306e-6,5.965204171935867e-8,2.10935183014321e-5
P60,22,HbO,8,-0.0014471404429305264,-2.417486293745022e-5,-0.01220652076022757
P60,23,HbO,8,-0.003398369868569091,0.0018015787011931793,-0.0017465351257262532
P60,1,HbO,11,-0.0027175940659143654,-0.0025080665801508434,-0.00475855173396232
P60,2,HbO,11,-0.001984690670370741,-5.210268529857422e-4,-0.0034635214661735358
P60,3,HbO,11,-0.0038168266172592413,-7.261681803397832e-4,-0.006467100266948954
P60,4,HbO,11,-7.440553132556261e-4,-3.196262767843038e-4,-0.003027628381873202
P60,5,HbO,11,-5.734806251781899e-5,-6.741856530459138e-5,-4.3325194406957057e-4
P60,7,HbO,11,1.6564956239704528e-5,-1.1320097964935151e-4,-4.382227817385119e-5
P60,8,HbO,11,-4.843372119827273e-5,-1.1296017649107406e-4,-2.829202741975659e-4
P60,9,HbO,11,-6.196789138143521e-4,-0.0012989904722794617,-0.001511291088775709
P60,10,HbO,11,-0.0022778418636218317,5.112298099811387e-4,0.004159007240323676
P60,11,HbO,11,-9.417313834234927e-4,-6.232340007153491e-4,-5.369158377361975e-4
P60,12,HbO,11,-0.0026271921045128797,-8.745565059950294e-5,-0.0030921338424060836
P60,14,HbO,11,-1.145392391933459e-4,-8.662333747308011e-4,-0.002922872558646432
P60,15,HbO,11,4.1941591133780694e-4,-0.003771394698378446,-7.737554239658157e-5
P60,16,HbO,11,-1.3357917601791974e-4,-2.074719950309714e-4,-0.007747456434562983
P60,17,HbO,11,-0.001817463437846723,3.7422779461561173e-4,-0.010776389453006416
P60,18,HbO,11,-2.974840248882863e-6,2.914759786379842e-5,8.685262787998798e-5
P60,19,HbO,11,-1.9507554720988973e-6,1.0845957865518172e-5,3.7142448894202853e-5
P60,22,HbO,11,-0.0017610413633092183,8.155333313270583e-4,-0.006898745933513105
P60,23,HbO,11,-0.0028787377158175777,0.002004223863829865,2.3739523676344254e-4
P60,1,HbO,14,-0.002771483118484935,-0.0018405787365072816,-0.001619207562103585
P60,2,HbO,14,-0.001990096007088451,2.0068667624609853e-4,-0.0034152449252839432
P60,3,HbO,14,-0.004483246824862186,-0.0011483755807772554,-0.004725058489769646
P60,4,HbO,14,-7.736214785514624e-4,1.2521983560223146e-4,-0.0024235209775975747
P60,5,HbO,14,-4.0643213035275066e-5,-9.058789091319134e-5,-3.7054947451168983e-4
P60,7,HbO,14,3.0447705385593667e-5,-1.667660882142119e-4,-9.392909665659998e-5
P60,8,HbO,14,-5.61147863288559e-5,-1.1810441290696827e-4,-3.5414613518007076e-4
P60,9,HbO,14,-6.009422373674552e-4,-6.666206478326812e-4,-0.0012195314597890552
P60,10,HbO,14,-0.0025650468537462617,0.0013663496765915306,0.004276681168372286
P60,11,HbO,14,-8.62922218333527e-4,-6.36041568618799e-4,-3.7137318024320283e-4
P60,12,HbO,14,-0.0024986688777199387,-1.4933295739625086e-4,-0.0017258684820791452
P60,14,HbO,14,-2.596647943225074e-4,-0.0016362328330736854,-0.0017896183017551068
P60,15,HbO,14,-4.976749074034753e-4,-0.003966357984614334,0.0013662470298584418
P60,16,HbO,14,-5.494260855965983e-4,3.7660997913084164e-4,-0.004238534241520545
P60,17,HbO,14,-0.0017554773794051218,-5.28892978927538e-5,-0.008158561967075232
P60,18,HbO,14,8.36022771203215e-6,4.063657596860849e-5,1.1426139982137311e-4
P60,19,HbO,14,6.0556904443634135e-6,2.4458645565602367e-5,5.730103211579183e-5
P60,22,HbO,14,-0.0018682127619199036,0.001579919893445697,-0.0019977555685659555
P60,23,HbO,14,-0.0022380227782028868,0.002180378772766005,0.0022032981414152925
P60,1,HbO,17,-0.0027044378626367737,-0.0013013652166628136,8.891668522281813e-4
P60,2,HbO,17,-0.0018568340824531863,6.976886316010217e-4,-0.003411973980579817
P60,3,HbO,17,-0.004756361770885799,-0.0014907835038722608,-0.002771571527536307
P60,4,HbO,17,-7.09535780680071e-4,4.7037940678984106e-4,-0.0018023250202029231
P60,5,HbO,17,-2.2604730361540285e-5,-1.0823100285682474e-4,-3.2413519642567133e-4
P60,7,HbO,17,3.657720175122247e-5,-2.0138960396756496e-4,-1.366813346067953e-4
P60,8,HbO,17,-5.459415415641977e-5,-1.162216139133283e-4,-4.064255698042347e-4
P60,9,HbO,17,-4.969348913536605e-4,-9.555381191000002e-5,-0.0010270724210005295
P60,10,HbO,17,-0.0026296979220621097,0.001892813609097398,0.003787087396421019
P60,11,HbO,17,-7.440623903353681e-4,-6.487045903849789e-4,-3.121675438924485e-4
P60,12,HbO,17,-0.0022477523804848155,-5.112394881180514e-4,-0.001063177263909215
P60,14,HbO,17,-5.209094891885795e-4,-0.002608491978462519,-0.0012537920605637323
P60,15,HbO,17,-0.001453808581387549,-0.004028836220564667,0.0023010899709448415
P60,16,HbO,17,-9.444387706724407e-4,4.434555312047515e-4,-0.0013099008832057285
P60,17,HbO,17,-0.0016239539653172418,-1.713750865404867e-4,-0.005489213549083152
P60,18,HbO,17,2.0173816005216663e-5,4.3346587994069987e-5,1.2335783258106902e-4
P60,19,HbO,17,1.3536778939359476e-5,3.2641906080000296e-5,6.811669990684053e-5
P60,22,HbO,17,-0.001846413212281054,0.0019475867483898439,0.0019409144596469706
P60,23,HbO,17,-0.00157276341609224,0.002095915451926264,0.0035238463666270427
P31,1,HbO,5,-2.0462187614667977e-4,-0.0012510449480652277,0.0025829939107839066
P31,1,HbR,5,8.012713300099313e-4,-1.4957506243725623e-4,-0.003167659216361869
P31,2,HbO,5,-0.0016288970719516517,-0.007970589950998858,-0.013063005355298916
P31,2,HbR,5,9.003980187923373e-4,0.00204047826782605,1.4273299435738537e-4
P31,3,HbO,5,0.0020584557559251587,-8.076247514638285e-4,0.0019769314055761785
P31,3,HbR,5,5.784123901593279e-4,-4.056865692072101e-4,-0.0014992048107124508
P31,4,HbO,5,2.153030406234689e-4,-0.006209902028200466,-0.00663847594155648
P31,4,HbR,5,2.129839897197753e-5,0.0011475046123240484,-4.3889582421786753e-4
P31,5,HbO,5,-1.180806229487836e-4,-0.0038782259115579267,-0.0037109056203879116
P31,5,HbR,5,-2.7306833079045634e-4,8.818371381993172e-4,-0.0013480898160094959
P31,7,HbO,5,-6.64019673043353e-4,0.001260597203294856,-0.002311422137236644
P31,7,HbR,5,-6.578328585433038e-4,-0.0023799906042261967,-0.0027691401525089866
P31,8,HbO,5,-0.0030416238623782055,0.001516781842568357,-0.0032463830346881463
P31,8,HbR,5,-0.0014535647730011768,-0.0041758747085343965,-0.0033294090989244808
P31,9,HbO,5,-0.0012182783895166075,-0.0019483787441934408,-0.004404040000262566
P31,9,HbR,5,-3.2629744137429174e-4,-9.859053020133688e-4,-0.0010917764334356266
P31,10,HbO,5,-4.694814366886458e-4,-0.005222402423161231,-0.0047407859444620675
P31,10,HbR,5,-3.837947734561433e-4,3.070193309380079e-4,-0.0012950487184027358
P31,11,HbO,5,-9.830901448895514e-4,-0.006659290373062167,-0.00400420232046704
P31,11,HbR,5,-4.723048267992235e-4,7.181108964735341e-4,-7.352154736292734e-4
P31,12,HbO,5,-0.00326506499133597,-0.00599877496095232,-0.010141684129401737
P31,12,HbR,5,-9.986308534746756e-4,-0.0027319392386160987,-0.0035027170258901978
P31,14,HbO,5,-0.0020929232438875295,-0.0037190952235878474,0.0028195275945216806
P31,14,HbR,5,0.0013126810594065535,-8.389620417014593e-4,-0.00429871349124365
P31,15,HbO,5,-1.0576300016558034e-4,-0.0064378000441070735,0.0043744434282286075
P31,15,HbR,5,9.815555871577498e-4,0.0012797765924527824,-0.0033654670994875233
P31,16,HbO,5,-4.6476241723134754e-5,-1.6863303927266228e-4,-1.3981115452003283e-4
P31,16,HbR,5,-6.342656893333194e-5,-1.0419375478993927e-4,-5.159518746595233e-6
P31,17,HbO,5,-9.050940295914734e-5,-2.0259291962333527e-4,-1.949660962862021e-4
P31,17,HbR,5,-2.1117073796818003e-5,-9.228935951258059e-5,-5.297438819950184e-5
P31,18,HbO,5,-2.4866083536439786e-6,6.752770087238271e-6,4.609400657363173e-8
P31,18,HbR,5,1.3240943800263096e-6,-1.3823473532715631e-5,1.407168519822869e-8
P31,19,HbO,5,-1.3239407460344087e-7,5.635128402707413e-7,-6.216286702098698e-7
P31,19,HbR,5,-4.470391146373307e-7,8.967994016850944e-7,1.4869871540699563e-6
P31,20,HbO,5,0.010004451655391872,-0.01597751145989759,-0.0176675233247203
P31,20,HbR,5,-1.841915135281949e-4,-8.437426657681804e-4,-1.0596277522111666e-4
P31,21,HbO,5,0.006618645471792228,-0.01296250230640092,-0.014087905401322966
P31,21,HbR,5,-4.473366851495984e-4,-4.632889215347696e-4,4.327385448559773e-5
P31,22,HbO,5,-2.898851902207453e-4,-6.240291530477548e-4,-3.5297182399136173e-4
P31,22,HbR,5,7.155159542215579e-5,-1.579385594372239e-4,-1.404429366608703e-5
P31,23,HbO,5,-1.843872430042911e-4,-4.880370458686042e-4,-2.443941340797058e-4
P31,23,HbR,5,1.7879517717765003e-5,-6.31908493292727e-5,2.235995066775065e-5
P31,1,HbO,8,7.562785303625779e-5,-5.573922417172744e-4,4.6727591271174403e-4
P31,2,HbO,8,-0.001598676396012729,-0.005450404872248737,-0.012000967403674477
P31,3,HbO,8,0.0013743416686349348,1.590494114104848e-4,-0.0017821270292068972
P31,4,HbO,8,-4.376034051875746e-4,-0.004445275878502569,-0.007158624314219214
P31,5,HbO,8,-0.001049407443200137,-0.004367992836682123,-0.0051105908383167475
P31,7,HbO,8,-0.0012517488141371483,-7.520672819714577e-4,-0.00389554050776142
P31,8,HbO,8,-0.003435103240031675,-5.563930478448607e-4,-0.005192413246528279
P31,9,HbO,8,-0.0016345890694169174,-0.003954189743342594,-0.005359266844226093
P31,10,HbO,8,-0.001292899226748344,-0.006060455932452621,-0.00463197486336264
P31,11,HbO,8,-0.0016328342555055428,-0.006313257052593178,-0.004948144395732719
P31,12,HbO,8,-0.0037645800806727996,-0.005810901625451637,-0.010884848220873121
P31,14,HbO,8,-0.001694467760507885,-0.002637443861617351,-7.347341034951017e-5
P31,15,HbO,8,-3.816990667442923e-4,-0.004527955642580859,0.0016355960357345043
P31,16,HbO,8,-5.087479580085318e-5,-8.52734023687435e-5,-1.0434541730423832e-4
P31,17,HbO,8,-7.398669561536618e-5,-1.4644221657450618e-4,-1.3998467755241124e-4
P31,18,HbO,8,-1.0496416215360164e-6,2.575067147153677e-6,3.3774990881644566e-8
P31,19,HbO,8,-2.868452760720357e-7,-5.859898407929146e-7,-1.1658627510341818e-6
P31,20,HbO,8,0.005994592373805947,-0.011204145307655433,-0.013011248930283723
P31,21,HbO,8,0.003818558553997852,-0.008861423610839966,-0.01016959252599462
P31,22,HbO,8,-2.491471733646305e-4,-6.466657208231776e-4,-4.3208147587980996e-4
P31,23,HbO,8,-1.7104642242227178e-4,-4.55956084371054e-4,-2.8646350404089137e-4
P31,1,HbO,11,1.7568666277642514e-4,-3.337146720879012e-4,-0.0013217285927530238
P31,2,HbO,11,-0.0013743197083857888,-0.0033547977878496285,-0.011075340829235895
P31,3,HbO,11,6.712037771699616e-4,2.4004874044939971e-4,-0.004806069833398747
P31,4,HbO,11,-6.601818711931169e-4,-0.0025521680030231335,-0.0073340113189577704
P31,5,HbO,11,-0.0012720315946901182,-0.0038159953794945135,-0.006189879399685824
P31,7,HbO,11,-0.001297566787288977,-0.0020556452621327812,-0.005188954001638885
P31,8,HbO,11,-0.0029813237521487362,-0.0016511135671714728,-0.006563178341538861
P31,9,HbO,11,-0.0014490875677558102,-0.0048102473488612464,-0.0060521128309379505
P31,10,HbO,11,-0.0015306443963154584,-0.005743670047830041,-0.004564135680695893
P31,11,HbO,11,-0.001723314522426138,-0.0053322300965251415,-0.005809935244233738
P31,12,HbO,11,-0.003611582727210558,-0.0052043253099483605,-0.011478573447209905
P31,14,HbO,11,-0.0013577552912285968,-0.002101642272249744,-0.0023944593248882142
P31,15,HbO,11,-5.936055638429372e-4,-0.002946573039970526,-6.900672158322918e-4
P31,16,HbO,11,-4.515836133013031e-5,-2.434089623697433e-5,-7.432297361204953e-5
P31,17,HbO,11,-5.7255795821397896e-5,-9.657772940240627e-5,-9.743690334711217e-5
P31,18,HbO,11,-2.0381467619491765e-7,5.012728523983461e-7,4.195962100648508e-7
P31,19,HbO,11,-3.3307563075499476e-7,-5.707800560713582e-7,-1.287186859806323e-6
P31,20,HbO,11,0.0032042312252409414,-0.007830180082747728,-0.009532617635030194
P31,21,HbO,11,0.0018882551083433097,-0.0055258854907591914,-0.006968393908466073
P31,22,HbO,11,-1.7511159355750071e-4,-5.741481500262489e-4,-4.651237306197443e-4
P31,23,HbO,11,-1.2324703249060078e-4,-3.863863149975976e-4,-3.2625820364448176e-4
P31,1,HbO,14,1.5163894608538695e-4,-4.850193773632004e-4,-0.00296082650881297
P31,2,HbO,14,-0.0010089428369420186,-0.0013668521155321108,-0.009772194465747284
P31,3,HbO,14,4.541458487006929e-5,-2.5612907465933347e-4,-0.007306227520801101
P31,4,HbO,14,-5.37420637425296e-4,-6.054829092047178e-4,-0.0068727422053103384
P31,5,HbO,14,-0.0010731813180848138,-0.0027671912131807686,-0.006613325843079317
P31,7,HbO,14,-0.0010014527222480965,-0.0027806216649820643,-0.005921866605913347
P31,8,HbO,14,-0.002076459811993891,-0.002159968062011614,-0.007344784138658819
P31,9,HbO,14,-9.568323156335171e-4,-0.004949596790807211,-0.006365532281848671
P31,10,HbO,14,-0.0013184202090035608,-0.0046996928002313015,-0.004308878472594344
P31,11,HbO,14,-0.0014643218454833435,-0.004239563058567704,-0.006346466934165589
P31,12,HbO,14,-0.003059086159656218,-0.004244535701166608,-0.011478740012803907
P31,14,HbO,14,-0.0011353655861320651,-0.002030901041124502,-0.004531114862266155
P31,15,HbO,14,-7.175334098173229e-4,-0.0017542916588728628,-0.0030680052977592742
P31,16,HbO,14,-3.0523565324033604e-5,9.518561789048987e-6,-5.234412105017302e-5
P31,17,HbO,14,-4.142289916980152e-5,-5.0379230229065535e-5,-6.259012795288426e-5
P31,18,HbO,14,1.3612422277141632e-7,-1.3846435561586252e-7,9.67863602678482e-7
P31,19,HbO,14,-1.8473895119869522e-7,4.885487082929776e-7,-7.857634810932296e-7
P31,20,HbO,14,0.0010092172146699515,-0.005259847554952931,-0.006647465888174039
P31,21,HbO,14,3.993295680390615e-4,-0.0028795103237262407,-0.004285640482748156
P31,22,HbO,14,-1.1030737893062126e-4,-4.511502192878454e-4,-4.4370772089276145e-4
P31,23,HbO,14,-8.0920356625816e-5,-3.075644661853596e-4,-3.561183657437873e-4
P31,1,HbO,17,1.0842411550194467e-4,-7.370419269840135e-4,-0.004233781973790272
P31,2,HbO,17,-6.251766411195694e-4,5.956848643350514e-4,-0.007540213062153886
P31,3,HbO,17,-3.5172607917734845e-4,-8.190607762331702e-4,-0.008955732964769394
P31,4,HbO,17,-2.9197633828263275e-4,0.0011657775414630645,-0.0055552751523659455
P31,5,HbO,17,-7.854762426918435e-4,-0.0016348147149894568,-0.006113993493489882
P31,7,HbO,17,-6.278710988142887e-4,-0.0030579801988495424,-0.005773230407172208
P31,8,HbO,17,-0.0011373749980270675,-0.002314646931893042,-0.007176028902693419
P31,9,HbO,17,-4.441110737699494e-4,-0.004714058004511626,-0.00597140592868444
P31,10,HbO,17,-9.223945230306277e-4,-0.003435697620800631,-0.0036564120228148073
P31,11,HbO,17,-0.001089981541515066,-0.0033395154307990517,-0.006296111119235571
P31,12,HbO,17,-0.0023754523552679944,-0.003140470418183415,-0.010366535459203767
P31,14,HbO,17,-9.725476542300155e-4,-0.0020648551860123383,-0.006276465656420257
P31,15,HbO,17,-7.303338318462325e-4,-7.842031043122929e-4,-0.005269585192837681
