time_s,intensity_760nm,intensity_850nm
903.0000,0.6172055,1
904.0000,0.61779833,1
905.0000,0.6200943,1
906.0000,0.61199093,1
907.0000,0.61711597,1
908.0000,0.6201328,1
909.0000,0.6267615,1
910.0000,0.61533374,1
911.0000,0.61646014,1
912.0000,0.62167281,1
913.0000,0.62463325,1
914.0000,0.61833334,1
915.0000,0.61741561,1
916.0000,0.62226677,1
917.0000,0.62425035,1
918.0000,0.61711919,1
919.0000,0.6175344,1
920.0000,0.61902308,1
921.0000,0.62561762,1
922.0000,0.61574942,1
923.0000,0.61718333,1
924.0000,0.6195243,1
925.0000,0.62474579,1
926.0000,0.62532526,1
927.0000,0.61662191,1
928.0000,0.61794764,1
929.0000,0.61917746,1
930.0000,0.62468588,1
931.0000,0.61460406,1
932.0000,0.61430877,1
933.0000,0.61939275,1
934.0000,0.62589884,1
935.0000,0.61722142,1
936.0000,0.61633509,1
937.0000,0.61723876,1
938.0000,0.62200743,1
939.0000,0.62215084,1
940.0000,0.61853391,1
941.0000,0.61356413,1
942.0000,0.61235082,1
943.0000,0.61569977,1
944.0000,0.62038475,1
945.0000,0.61770028,1
946.0000,0.60863245,1
947.0000,0.60902292,1
948.0000,0.61161739,1
949.0000,0.61665487,1
950.0000,0.61719704,1
951.0000,0.61032134,1
952.0000,0.6088289,1
953.0000,0.61185783,1
954.0000,0.61274731,1
955.0000,0.6106444,1
956.0000,0.60431838,1
957.0000,0.60517955,1
958.0000,0.61092144,1
959.0000,0.61278301,1
960.0000,0.61849582,1
961.0000,0.60674477,1
962.0000,0.60749906,1
963.0000,0.61123878,1
964.0000,0.61816406,1
965.0000,0.61101109,1
966.0000,0.6120525,1
967.0000,0.61389983,1
968.0000,0.61979324,1
969.0000,0.6206255,1
970.0000,0.62495321,1
971.0000,0.61543506,1
972.0000,0.61564636,1
973.0000,0.61567593,1
974.0000,0.61989099,1
975.0000,0.62153077,1
976.0000,0.61337435,1
977.0000,0.61332226,1
978.0000,0.61587542,1
979.0000,0.62136686,1
980.0000,0.6221227,1
981.0000,0.6129632,1
982.0000,0.6151641,1
983.0000,0.62101609,1
984.0000,0.62145138,1
985.0000,0.6124717,1
986.0000,0.61361861,1
987.0000,0.61541188,1
988.0000,0.62077445,1
989.0000,0.61431456,1
990.0000,0.61322534,1
991.0000,0.61483747,1
992.0000,0.62098116,1
993.0000,0.62331784,1
994.0000,0.61702693,1
995.0000,0.61681587,1
996.0000,0.62385303,1
997.0000,0.62742883,1
998.0000,0.62063766,1
999.0000,0.62230009,1
1000.0000,0.62812144,1
1001.0000,0.6311447,1
1002.0000,0.62430423,1
1003.0000,0.6273638,1
1004.0000,0.62990451,1
1005.0000,0.63336778,1
1006.0000,0.62820429,1
1007.0000,0.63085479,1
1008.0000,0.63896656,1
1009.0000,0.62915993,1
1010.0000,0.63185781,1
1011.0000,0.63968456,1
1012.0000,0.63393098,1
1013.0000,0.63598788,1
1014.0000,0.63924122,1
1015.0000,0.64728981,1
1016.0000,0.63925052,1
1017.0000,0.64261836,1
1018.0000,0.64512312,1
1019.0000,0.64003283,1
1020.0000,0.63968009,1
1021.0000,0.64169812,1
1022.0000,0.64734292,1
1023.0000,0.63960284,1
1024.0000,0.64418936,1
1025.0000,0.64641976,1
1026.0000,0.64194268,1
1027.0000,0.64272153,1
1028.0000,0.64400375,1
1029.0000,0.64998901,1
1030.0000,0.63915831,1
1031.0000,0.63740623,1
1032.0000,0.64201009,1
1033.0000,0.63592285,1
1034.0000,0.63584721,1
1035.0000,0.63662869,1
1036.0000,0.64250153,1
1037.0000,0.63459051,1
1038.0000,0.63406694,1
1039.0000,0.63618141,1
1040.0000,0.64117473,1
1041.0000,0.64157915,1
1042.0000,0.63343376,1
1043.0000,0.63342673,1
1044.0000,0.63216639,1
1045.0000,0.63503295,1
1046.0000,0.63873148,1
1047.0000,0.6196503,1
1048.0000,0.61844069,1
1049.0000,0.62862891,1
1050.0000,0.63185596,1
1051.0000,0.63216525,1
1052.0000,0.62139857,1
1053.0000,0.62357676,1
1054.0000,0.62509483,1
1055.0000,0.6326068,1
