subject_id,event_index,sequence,sequence_position,marker,quadrant,onset_sec,channel_index,active_pair,chromophore,baseline_m10_0,stim_m0_30,response_m5_30,response_minus_baseline_m5_30
P07,5,S1,1,M3,Q1,480.1,22,1,HbR,-8.311979253340037e-09,-2.9607651333201242e-09,-9.816980771980863e-09,-1.5050015186408259e-09
P07,5,S1,1,M3,Q1,480.1,22,1,HbT,3.479694249460817e-08,-1.290639613558756e-09,1.9423874912103562e-08,-1.537306758250461e-08
P07,5,S1,1,M3,Q1,480.1,23,1,HbO,1.2278274405563171e-07,6.123039868611585e-08,1.4904603253804418e-07,2.6263288482412462e-08
P07,5,S1,1,M3,Q1,480.1,23,1,HbR,7.1919020127812046e-09,-7.46314415829218e-09,-2.138181831422594e-08,-2.8573720327007146e-08
P07,5,S1,1,M3,Q1,480.1,23,1,HbT,1.2997464606841282e-07,5.376725452782377e-08,1.2766421422381825e-07,-2.3104318445945782e-09
P07,6,S1,2,M4,Q2,570.3,1,1,HbO,-3.7792843056544994e-07,-3.5117457320426e-08,4.597188107768553e-08,4.239003116431355e-07
P07,6,S1,2,M4,Q2,570.3,1,1,HbR,5.721678579361569e-08,5.810874804898232e-08,5.061401322715303e-08,-6.6027725664626635e-09
P07,6,S1,2,M4,Q2,570.3,1,1,HbT,-3.207116447718339e-07,2.299129072855623e-08,9.65858943048387e-08,4.172975390766726e-07
P07,6,S1,2,M4,Q2,570.3,2,1,HbO,-3.1233118321158385e-07,3.238037485383602e-08,7.940813164273966e-08,3.917393148543235e-07
P07,6,S1,2,M4,Q2,570.3,2,1,HbR,8.753406398037803e-08,-2.140166677414828e-09,-1.448630161644078e-08,-1.0202036559681882e-07
P07,6,S1,2,M4,Q2,570.3,2,1,HbT,-2.2479711923120572e-07,3.024020817642122e-08,6.492183002629886e-08,2.8971894925750456e-07
P07,6,S1,2,M4,Q2,570.3,3,1,HbO,-2.350468131488833e-07,-4.838521782736748e-08,9.282299214629334e-09,2.4432911236351263e-07
P07,6,S1,2,M4,Q2,570.3,3,1,HbR,-5.499161163145323e-08,1.1629503781651599e-07,1.3597468281558853e-07,1.9096629444704175e-07
P07,6,S1,2,M4,Q2,570.3,3,1,HbT,-2.9003842478033664e-07,6.790981998914871e-08,1.4525698203021788e-07,4.352954068105545e-07
P07,6,S1,2,M4,Q2,570.3,4,1,HbO,-2.581915657457422e-07,3.1712660105950645e-08,6.507404925067623e-08,3.232656149964184e-07
P07,6,S1,2,M4,Q2,570.3,4,1,HbR,3.150890134602837e-08,4.594423750485746e-09,1.3961436003289225e-10,-3.136928698599548e-08
P07,6,S1,2,M4,Q2,570.3,4,1,HbT,-2.2668266439971367e-07,3.630708385643643e-08,6.521366361070914e-08,2.9189632801042283e-07
P07,6,S1,2,M4,Q2,570.3,5,1,HbO,2.656405137877848e-10,-3.9552155469874645e-10,-3.3831807978879567e-10,-6.039585935765805e-10
P07,6,S1,2,M4,Q2,570.3,5,1,HbR,6.366979904446538e-10,-9.776421999818612e-11,-2.2974887323910865e-10,-8.664468636837624e-10
P07,6,S1,2,M4,Q2,570.3,5,1,HbT,9.023385042324385e-10,-4.932857746969327e-10,-5.680669530279044e-10,-1.4704054572603428e-09
P07,6,S1,2,M4,Q2,570.3,6,0,HbO,6.249503278937117e-10,5.293023677967879e-10,3.1793652542433706e-10,-3.070138024693746e-10
P07,6,S1,2,M4,Q2,570.3,6,0,HbR,1.6573990008679817e-09,-1.6372072356963533e-10,-2.2235390102454946e-10,-1.8797529018925313e-09
P07,6,S1,2,M4,Q2,570.3,6,0,HbT,2.2823493287616935e-09,3.6558164422715267e-10,9.558262439978824e-11,-2.1867667043619054e-09
P07,6,S1,2,M4,Q2,570.3,7,1,HbO,-1.3338540654748504e-09,-8.396352187332023e-11,1.844978862238831e-10,1.5183519516987335e-09
P07,6,S1,2,M4,Q2,570.3,7,1,HbR,6.191184055239528e-11,1.136054262943131e-09,8.672135008208313e-10,8.05301660268436e-10
P07,6,S1,2,M4,Q2,570.3,7,1,HbT,-1.2719422249224559e-09,1.0520907410698084e-09,1.0517113870447145e-09,2.3236536119671704e-09
P07,6,S1,2,M4,Q2,570.3,8,1,HbO,-4.232765008715596e-08,1.642173268343068e-08,2.005054773523255e-08,6.23781978223885e-08
P07,6,S1,2,M4,Q2,570.3,8,1,HbR,8.36909464978842e-09,-1.8241850442218011e-09,-2.417685190632235e-09,-1.0786779840420656e-08
P07,6,S1,2,M4,Q2,570.3,8,1,HbT,-3.395855543736752e-08,1.459754763920888e-08,1.7632862544600315e-08,5.1591417981967836e-08
P07,6,S1,2,M4,Q2,570.3,9,1,HbO,-1.5462522382879128e-07,3.788992446214997e-08,5.8820747249952974e-08,2.1344597107874425e-07
P07,6,S1,2,M4,Q2,570.3,9,1,HbR,3.565285315403067e-08,-4.700635016427702e-09,-1.1749213090638696e-08,-4.740206624466936e-08
P07,6,S1,2,M4,Q2,570.3,9,1,HbT,-1.1897237067476064e-07,3.318928944572225e-08,4.7071534159314255e-08,1.660439048340749e-07
P07,6,S1,2,M4,Q2,570.3,10,1,HbO,-2.1105959177874858e-07,1.3126212071890295e-07,1.5153915979922475e-07,3.625987515779733e-07
P07,6,S1,2,M4,Q2,570.3,10,1,HbR,-2.6664254270910648e-08,-5.46074944416667e-09,-1.774103757967585e-08,8.923216691234798e-09
P07,6,S1,2,M4,Q2,570.3,10,1,HbT,-2.3772384604965912e-07,1.258013712747363e-07,1.3379812221954889e-07,3.71521968269208e-07
P07,6,S1,2,M4,Q2,570.3,11,1,HbO,-1.2817455932763288e-07,5.64176586549521e-08,7.038413575844045e-08,1.9855869508607335e-07
P07,6,S1,2,M4,Q2,570.3,11,1,HbR,2.7599047298469175e-08,-1.72479503561227e-09,-4.481868068405738e-09,-3.2080915366874914e-08
P07,6,S1,2,M4,Q2,570.3,11,1,HbT,-1.005755120291637e-07,5.469286361933978e-08,6.590226769003466e-08,1.6647777971919835e-07
P07,6,S1,2,M4,Q2,570.3,12,1,HbO,-2.2429619795946457e-07,1.7251557705585937e-07,1.9152193239232904e-07,4.158181303517936e-07
P07,6,S1,2,M4,Q2,570.3,12,1,HbR,4.96804788689062e-08,-9.492800999999893e-09,-1.4934996690955748e-08,-6.461547555986195e-08
P07,6,S1,2,M4,Q2,570.3,12,1,HbT,-1.7461571909055832e-07,1.6302277605585928e-07,1.7658693570137305e-07,3.5120265479193135e-07
P07,6,S1,2,M4,Q2,570.3,13,0,HbO,-4.434043894136659e-09,6.614559687212401e-10,4.560522077567907e-10,4.89009610189345e-09
P07,6,S1,2,M4,Q2,570.3,13,0,HbR,3.6089003166920654e-09,-1.5824082518550191e-10,-5.922805618604497e-10,-4.201180878552515e-09
P07,6,S1,2,M4,Q2,570.3,13,0,HbT,-8.25143577444595e-10,5.032151435357397e-10,-1.3622835410365739e-10,6.889152233409376e-10
P07,6,S1,2,M4,Q2,570.3,14,1,HbO,-3.785771821891687e-07,5.51578478027107e-08,1.4753293691392262e-07,5.261101191030913e-07
P07,6,S1,2,M4,Q2,570.3,14,1,HbR,2.669395045038839e-08,1.4040703047626783e-07,1.3656307901756352e-07,1.0986912856717513e-07
P07,6,S1,2,M4,Q2,570.3,14,1,HbT,-3.518832317387804e-07,1.9556487827897845e-07,2.8409601593148584e-07,6.359792476702662e-07
P07,6,S1,2,M4,Q2,570.3,15,1,HbO,-4.848776166432161e-09,1.0575316987830288e-09,1.5217480587629188e-09,6.3705242251950795e-09
P07,6,S1,2,M4,Q2,570.3,15,1,HbR,3.3681144919779975e-09,-2.401727727499042e-10,-4.924856635825122e-10,-3.86060015556051e-09
P07,6,S1,2,M4,Q2,570.3,15,1,HbT,-1.4806616744541667e-09,8.173589260331241e-10,1.0292623951804057e-09,2.5099240696345724e-09
P07,6,S1,2,M4,Q2,570.3,16,1,HbO,-3.659879494505764e-07,-5.862718691496586e-08,2.515650373020888e-08,3.9114445318078526e-07
P07,6,S1,2,M4,Q2,570.3,16,1,HbR,-1.1028891726256481e-07,1.582949559180574e-07,1.9505305329280563e-07,3.0534197055537045e-07
P07,6,S1,2,M4,Q2,570.3,16,1,HbT,-4.7627686671314117e-07,9.966776900309167e-08,2.2020955702301467e-07,6.964864237361558e-07
P07,6,S1,2,M4,Q2,570.3,17,1,HbO,-3.780598163211344e-07,-6.817399009335223e-08,-1.2796236262605155e-08,3.6526358005852923e-07
P07,6,S1,2,M4,Q2,570.3,17,1,HbR,-6.699181830389592e-09,7.069550981346677e-08,8.170916407140273e-08,8.840834590179232e-08
P07,6,S1,2,M4,Q2,570.3,17,1,HbT,-3.8475899815152395e-07,2.5215197201145333e-09,6.891292780879757e-08,4.536719259603215e-07
P07,6,S1,2,M4,Q2,570.3,18,1,HbO,-1.7880038031835483e-09,9.466376653963086e-10,7.674689867764492e-10,2.5554727899599974e-09
P07,6,S1,2,M4,Q2,570.3,18,1,HbR,-8.72020410291251e-10,1.0073410513331083e-09,8.466292437844301e-10,1.7186496540756812e-09
P07,6,S1,2,M4,Q2,570.3,18,1,HbT,-2.6600242134747968e-09,1.953978716729419e-09,1.6140982305608798e-09,4.274122444035676e-09
P07,6,S1,2,M4,Q2,570.3,19,1,HbO,-6.273482827712531e-10,7.308289999519154e-10,4.028989709212624e-10,1.0302472536925154e-09
P07,6,S1,2,M4,Q2,570.3,19,1,HbR,-5.230267250094322e-10,4.811822783508176e-10,3.6556209625943253e-10,8.885888212688647e-10
P07,6,S1,2,M4,Q2,570.3,19,1,HbT,-1.1503750077806891e-09,1.2120112783027335e-09,7.684610671806952e-10,1.9188360749613843e-09
P07,6,S1,2,M4,Q2,570.3,20,1,HbO,-3.4867854682965606e-07,-1.1834097689486018e-08,6.419754512655233e-08,4.128760919562084e-07
P07,6,S1,2,M4,Q2,570.3,20,1,HbR,-9.304127695085094e-08,2.1550090898282766e-07,2.5219817603647726e-07,3.452394529873282e-07
P07,6,S1,2,M4,Q2,570.3,20,1,HbT,-4.4171982378050693e-07,2.0366681129334177e-07,3.1639572116302964e-07,7.581155449435365e-07
P07,6,S1,2,M4,Q2,570.3,21,1,HbO,-1.1708169637172182e-07,6.027139841310331e-08,5.4872956133885155e-08,1.7195465250560698e-07
P07,6,S1,2,M4,Q2,570.3,21,1,HbR,-2.372846448241226e-08,4.3195546338344657e-08,5.022203763067469e-08,7.395050211308695e-08
P07,6,S1,2,M4,Q2,570.3,21,1,HbT,-1.4081016085413415e-07,1.0346694475144793e-07,1.0509499376455981e-07,2.4590515461869394e-07
P07,6,S1,2,M4,Q2,570.3,22,1,HbO,-1.1290306373517766e-07,9.298750994523861e-08,7.199969186194198e-08,1.8490275559711964e-07
P07,6,S1,2,M4,Q2,570.3,22,1,HbR,2.5102867551015185e-08,-1.929881031839761e-08,-1.461234281992815e-08,-3.971521037094334e-08
P07,6,S1,2,M4,Q2,570.3,22,1,HbT,-8.780019618416251e-08,7.368869962684097e-08,5.738734904201374e-08,1.4518754522617625e-07
P07,6,S1,2,M4,Q2,570.3,23,1,HbO,-4.866184442622972e-07,1.625684477885241e-07,2.0583468653793844e-07,6.924531308002356e-07
P07,6,S1,2,M4,Q2,570.3,23,1,HbR,6.522339305994382e-08,-6.23759284102744e-09,-1.3249782286781419e-08,-7.847317534672524e-08
P07,6,S1,2,M4,Q2,570.3,23,1,HbT,-4.2139505120235325e-07,1.5633085494749685e-07,1.9258490425115728e-07,6.139799554535105e-07
P07,7,S1,3,M5,Q3,660.5,1,1,HbO,3.343565960321784e-07,-7.51855441487022e-08,-8.471098564145703e-08,-4.190675816736354e-07
P07,7,S1,3,M5,Q3,660.5,1,1,HbR,-1.909060181095542e-08,7.875228372261396e-09,7.451448407673777e-09,2.6542050218629196e-08
P07,7,S1,3,M5,Q3,660.5,1,1,HbT,3.152659942212226e-07,-6.731031577644085e-08,-7.725953723378326e-08,-3.9252553145500585e-07
P07,7,S1,3,M5,Q3,660.5,2,1,HbO,2.073000188653501e-07,1.3497398890020661e-08,1.811260388144388e-08,-1.8918741498390622e-07
P07,7,S1,3,M5,Q3,660.5,2,1,HbR,-4.821317476126789e-08,-5.025914021291688e-09,-6.867429929056653e-09,4.134574483221124e-08
P07,7,S1,3,M5,Q3,660.5,2,1,HbT,1.5908684410408245e-07,8.471484868728959e-09,1.1245173952387206e-08,-1.4784167015169524e-07
P07,7,S1,3,M5,Q3,660.5,3,1,HbO,2.9246525127024936e-07,-8.85690534348896e-09,-2.8387702146250158e-08,-3.2085295341649953e-07
P07,7,S1,3,M5,Q3,660.5,3,1,HbR,1.260592290237513e-07,-5.618630396011758e-08,-7.940637099884057e-08,-2.0546560002259188e-07
P07,7,S1,3,M5,Q3,660.5,3,1,HbT,4.185244802940009e-07,-6.504320930360652e-08,-1.0779407314509071e-07,-5.263185534390916e-07
P07,7,S1,3,M5,Q3,660.5,4,1,HbO,1.933610072384032e-07,1.481352628390217e-08,2.4884870330275136e-08,-1.6847613690812805e-07
P07,7,S1,3,M5,Q3,660.5,4,1,HbR,-1.4186712990660148e-08,-5.667155933212846e-09,-8.6128790998973e-09,5.5738338907628484e-09
P07,7,S1,3,M5,Q3,660.5,4,1,HbT,1.7917429424774305e-07,9.146370350689329e-09,1.6271991230377873e-08,-1.6290230301736518e-07
P07,7,S1,3,M5,Q3,660.5,5,1,HbO,-1.284546559174813e-09,1.9388180219958224e-10,4.8601654969930264e-11,1.3331482141447431e-09
P07,7,S1,3,M5,Q3,660.5,5,1,HbR,5.433768462970739e-10,-4.100943344090731e-10,-4.3363584672370504e-11,-5.867404309694444e-10
P07,7,S1,3,M5,Q3,660.5,5,1,HbT,-7.41169712877739e-10,-2.1621253220949164e-10,5.23807029755827e-12,7.464077831752972e-10
P07,7,S1,3,M5,Q3,660.5,6,0,HbO,-6.6050921455150266e-09,9.594388008477472e-10,3.479188694110127e-09,1.0084280839625154e-08
P07,7,S1,3,M5,Q3,660.5,6,0,HbR,2.9028383393988907e-09,-9.258316056075402e-10,-1.867579926851564e-09,-4.7704182662504545e-09
P07,7,S1,3,M5,Q3,660.5,6,0,HbT,-3.7022538061161384e-09,3.3607195240201725e-11,1.6116087672585598e-09,5.3138625733746985e-09
P07,7,S1,3,M5,Q3,660.5,7,1,HbO,1.0267737659777305e-09,-1.2922883474498458e-09,-1.963666008774197e-09,-2.9904397747519275e-09
P07,7,S1,3,M5,Q3,660.5,7,1,HbR,9.816803539081635e-10,7.502445442076722e-10,1.220950145085648e-09,2.392697911774846e-10
P07,7,S1,3,M5,Q3,660.5,7,1,HbT,2.0084541198858943e-09,-5.420438032421741e-10,-7.427158636885506e-10,-2.751169983574445e-09
P07,7,S1,3,M5,Q3,660.5,8,1,HbO,2.578468058192222e-08,-7.019730699440837e-10,4.478718332719648e-09,-2.1305962249202572e-08
P07,7,S1,3,M5,Q3,660.5,8,1,HbR,-5.630584533705195e-09,-1.2014934734084599e-10,-2.5330511401582994e-09,3.0975333935468952e-09
P07,7,S1,3,M5,Q3,660.5,8,1,HbT,2.0154096048217043e-08,-8.221224172849299e-10,1.945667192561349e-09,-1.8208428855655694e-08
P07,7,S1,3,M5,Q3,660.5,9,1,HbO,9.418407877944408e-08,-3.3004507145241835e-09,-1.3591922994229938e-09,-9.554327107886708e-08
P07,7,S1,3,M5,Q3,660.5,9,1,HbR,-2.8614849377727196e-08,1.9672171143382574e-09,3.353069539073328e-09,3.196791891680052e-08
P07,7,S1,3,M5,Q3,660.5,9,1,HbT,6.556922940171691e-08,-1.3332336001859166e-09,1.9938772396503494e-09,-6.357535216206656e-08
P07,7,S1,3,M5,Q3,660.5,10,1,HbO,3.556688675002136e-07,-3.320099230820434e-08,-5.129150566683339e-08,-4.06960373167047e-07
P07,7,S1,3,M5,Q3,660.5,10,1,HbR,-5.444090556722465e-08,-1.1478963207790275e-10,9.015108980942195e-09,6.345601454816684e-08
P07,7,S1,3,M5,Q3,660.5,10,1,HbT,3.012279619329888e-07,-3.331578194028225e-08,-4.2276396685891184e-08,-3.4350435861887997e-07
P07,7,S1,3,M5,Q3,660.5,11,1,HbO,1.8490916023106246e-07,-3.6967591796648234e-08,-5.28904267967389e-08,-2.3779958702780138e-07
P07,7,S1,3,M5,Q3,660.5,11,1,HbR,-2.6691401313225663e-08,6.545629261926313e-09,9.65790868583158e-09,3.634930999905724e-08
P07,7,S1,3,M5,Q3,660.5,11,1,HbT,1.5821775891783687e-07,-3.042196253472193e-08,-4.3232518110907324e-08,-2.014502770287442e-07
P07,7,S1,3,M5,Q3,660.5,12,1,HbO,2.934058995635232e-07,-9.100527144538517e-08,-1.1363864126390498e-07,-4.070445408274282e-07
P07,7,S1,3,M5,Q3,660.5,12,1,HbR,-4.0411487764806506e-08,7.872604164603654e-09,1.3536045701726252e-08,5.394753346653276e-08
P07,7,S1,3,M5,Q3,660.5,12,1,HbT,2.5299441179871666e-07,-8.313266728078157e-08,-1.0010259556217876e-07,-3.5309700736089543e-07
P07,7,S1,3,M5,Q3,660.5,13,0,HbO,8.047389267753836e-10,-7.13584088922456e-11,9.589572298200498e-11,-7.088432037933786e-10
P07,7,S1,3,M5,Q3,660.5,13,0,HbR,-1.357180489601202e-09,5.4285579121937565e-11,-3.3549930955288725e-11,1.3236305586459131e-09
P07,7,S1,3,M5,Q3,660.5,13,0,HbT,-5.524415628258186e-10,-1.7072829770309064e-11,6.234579202671507e-11,6.147873548525337e-10
P07,7,S1,3,M5,Q3,660.5,14,1,HbO,3.6675565739589833e-07,-2.552719707606396e-08,-7.298552139660643e-08,-4.3974117879250476e-07
P07,7,S1,3,M5,Q3,660.5,14,1,HbR,1.557768554041983e-07,-6.992234919117558e-08,-7.47650521642876e-08,-2.305419075684859e-07
P07,7,S1,3,M5,Q3,660.5,14,1,HbT,5.225325128000969e-07,-9.544954626723942e-08,-1.4775057356089404e-07,-6.70283086360991e-07
P07,7,S1,3,M5,Q3,660.5,15,1,HbO,-3.681197558424186e-09,1.2788560474947196e-09,1.5493628817617763e-09,5.230560440185962e-09
P07,7,S1,3,M5,Q3,660.5,15,1,HbR,2.20304645226505e-09,-1.8104999953478616e-10,-5.224105896896052e-10,-2.725457041954655e-09
P07,7,S1,3,M5,Q3,660.5,15,1,HbT,-1.4781511061591364e-09,1.097806047959936e-09,1.0269522920721736e-09,2.50510339823131e-09
P07,7,S1,3,M5,Q3,660.5,16,1,HbO,3.2973654453045856e-07,1.1793252145089213e-08,-1.4639588342775033e-08,-3.443761328732336e-07
P07,7,S1,3,M5,Q3,660.5,16,1,HbR,2.035694879409141e-07,-4.695511383423752e-08,-6.5515968567819e-08,-2.690854565087331e-07
P07,7,S1,3,M5,Q3,660.5,16,1,HbT,5.333060324713725e-07,-3.516186168914829e-08,-8.015555691059399e-08,-6.134615893819665e-07
P07,7,S1,3,M5,Q3,660.5,17,1,HbO,3.057861642592798e-07,-8.677444461221398e-08,-9.256370863687356e-08,-3.9834987289615337e-07
P07,7,S1,3,M5,Q3,660.5,17,1,HbR,3.8225955237030686e-08,5.795891863638982e-09,2.6030141053141376e-09,-3.562294113171655e-08
P07,7,S1,3,M5,Q3,660.5,17,1,HbT,3.440121194963104e-07,-8.097855274857503e-08,-8.996069453155952e-08,-4.3397281402786993e-07
P07,7,S1,3,M5,Q3,660.5,18,1,HbO,-5.773165273473397e-10,3.1798675347513723e-10,1.334654504888272e-09,1.9119710322356117e-09
P07,7,S1,3,M5,Q3,660.5,18,1,HbR,-4.158268288676801e-10,5.854320791896749e-11,1.2490143095195615e-09,1.6648411383872415e-09
P07,7,S1,3,M5,Q3,660.5,18,1,HbT,-9.93143356215019e-10,3.7652996139410226e-10,2.583668814407834e-09,3.576812170622853e-09
P07,7,S1,3,M5,Q3,660.5,19,1,HbO,-1.6829433154084012e-10,3.443465105979195e-10,9.095217290530839e-10,1.077816060593924e-09
P07,7,S1,3,M5,Q3,660.5,19,1,HbR,-1.9650764406144025e-10,5.724818983762518e-11,6.354735976379272e-10,8.319812416993675e-10
P07,7,S1,3,M5,Q3,660.5,19,1,HbT,-3.6480197560228006e-10,4.015947004355446e-10,1.5449953266910114e-09,1.9097973022932914e-09
P07,7,S1,3,M5,Q3,660.5,20,1,HbO,2.4227404587884345e-07,-2.4626340352748066e-08,-4.1812514401040655e-08,-2.840865602798841e-07
P07,7,S1,3,M5,Q3,660.5,20,1,HbR,2.0717617678884756e-07,-3.573140297688013e-08,-4.2275344718593765e-08,-2.494515215074413e-07
P07,7,S1,3,M5,Q3,660.5,20,1,HbT,4.4945022266769103e-07,-6.035774332962816e-08,-8.408785911963437e-08,-5.335380817873254e-07
P07,7,S1,3,M5,Q3,660.5,21,1,HbO,1.7090172697741944e-07,-8.494844806158078e-08,-9.904759420424091e-08,-2.6994932118166033e-07
P07,7,S1,3,M5,Q3,660.5,21,1,HbR,3.0504021698680086e-08,-1.3997994156210462e-09,2.3182163836444944e-09,-2.8185805315035593e-08
P07,7,S1,3,M5,Q3,660.5,21,1,HbT,2.014057486760996e-07,-8.634824747720183e-08,-9.672937782059644e-08,-2.9813512649669604e-07
P07,7,S1,3,M5,Q3,660.5,22,1,HbO,1.4141448953705332e-07,-7.139734413782825e-08,-8.000103424811541e-08,-2.2141552378516872e-07
P07,7,S1,3,M5,Q3,660.5,22,1,HbR,-3.1584506141436327e-08,1.494984212247595e-08,1.676902867760596e-08,4.835353481904229e-08
P07,7,S1,3,M5,Q3,660.5,22,1,HbT,1.0982998339561714e-07,-5.644750201535234e-08,-6.323200557050946e-08,-1.730619889661266e-07
P07,7,S1,3,M5,Q3,660.5,23,1,HbO,3.1339497630544175e-07,-9.77453803383029e-08,-8.66055028371734e-08,-4.000004791426152e-07
P07,7,S1,3,M5,Q3,660.5,23,1,HbR,-3.1590503034529674e-08,7.516887431608283e-09,8.864491339088526e-09,4.04549943736182e-08
P07,7,S1,3,M5,Q3,660.5,23,1,HbT,2.818044732709124e-07,-9.022849290669455e-08,-7.774101149808488e-08,-3.595454847689973e-07
P07,8,S1,4,M6,Q4,750.0,1,1,HbO,-2.194958299779055e-08,-2.2085802376828702e-08,-3.22465266517913e-08,-1.0296943654000754e-08
P07,8,S1,4,M6,Q4,750.0,1,1,HbR,-4.146959772125203e-09,-5.520616582451214e-11,8.916553915038145e-10,5.038615163629018e-09
P07,8,S1,4,M6,Q4,750.0,1,1,HbT,-2.6096542769915714e-08,-2.2141008542653218e-08,-3.13548712602875e-08,-5.258328490371787e-09
P07,8,S1,4,M6,Q4,750.0,2,1,HbO,1.0246092384526095e-07,8.940166584433885e-09,-1.399997209376317e-08,-1.1646089593902412e-07
P07,8,S1,4,M6,Q4,750.0,2,1,HbR,-2.7572505419175624e-08,-3.3265302641055005e-09,1.9943233734671206e-09,2.9566828792642746e-08
P07,8,S1,4,M6,Q4,750.0,2,1,HbT,7.488841842608531e-08,5.613636320328329e-09,-1.2005648720296093e-08,-8.68940671463814e-08
P07,8,S1,4,M6,Q4,750.0,3,1,HbO,-4.8998640504455996e-08,4.8490093965297004e-08,4.678103539255035e-08,9.577967589700634e-08
P07,8,S1,4,M6,Q4,750.0,3,1,HbR,-9.68475087636338e-09,-2.36537006785489e-08,-2.9727835960026134e-08,-2.0043085083662755e-08
P07,8,S1,4,M6,Q4,750.0,3,1,HbT,-5.868339138081945e-08,2.4836393286748136e-08,1.7053199432524276e-08,7.573659081334373e-08
P07,8,S1,4,M6,Q4,750.0,4,1,HbO,7.481387014802804e-08,-3.4601939050952417e-09,-3.2403323829431764e-08,-1.0721719397745981e-07
P07,8,S1,4,M6,Q4,750.0,4,1,HbR,-1.2497566329073946e-08,-2.7221402172827944e-09,1.2491413140804428e-09,1.3746707643154388e-08
P07,8,S1,4,M6,Q4,750.0,4,1,HbT,6.231630381895414e-08,-6.182334122378012e-09,-3.115418251535132e-08,-9.347048633430546e-08
P07,8,S1,4,M6,Q4,750.0,5,1,HbO,-1.1645700087377146e-09,-8.225002167668272e-10,-1.2283687248268144e-09,-6.37987160890998e-11
P07,8,S1,4,M6,Q4,750.0,5,1,HbR,6.161608627340585e-10,9.195536973250302e-10,8.766824868240438e-10,2.6052162408998526e-10
P07,8,S1,4,M6,Q4,750.0,5,1,HbT,-5.48409146003656e-10,9.705348055820227e-11,-3.5168623800276983e-10,1.9672290800088614e-10
P07,8,S1,4,M6,Q4,750.0,6,0,HbO,-3.5523780074301282e-09,7.851968257520396e-10,1.2189243135530413e-09,4.77130232098317e-09
P07,8,S1,4,M6,Q4,750.0,6,0,HbR,7.106941741937589e-10,-8.084422686332319e-10,-1.0588455609741694e-09,-1.7695397351679282e-09
P07,8,S1,4,M6,Q4,750.0,6,0,HbT,-2.8416838332363706e-09,-2.32454428811951e-11,1.6007875257887036e-10,3.001762585815241e-09
P07,8,S1,4,M6,Q4,750.0,7,1,HbO,5.36550516538784e-10,-7.281131863225904e-10,-9.04040373873578e-10,-1.440590890412362e-09
P07,8,S1,4,M6,Q4,750.0,7,1,HbR,1.6317171756087412e-09,-3.1654332212418813e-11,9.364851021320164e-11,-1.5380686653955396e-09
P07,8,S1,4,M6,Q4,750.0,7,1,HbT,2.168267692147525e-09,-7.597675185350093e-10,-8.103918636603766e-10,-2.9786595558079014e-09
P07,8,S1,4,M6,Q4,750.0,8,1,HbO,5.607588110176445e-09,-2.5006271278571263e-09,-7.817910385277572e-09,-1.3425498495454017e-08
P07,8,S1,4,M6,Q4,750.0,8,1,HbR,2.1945173878978687e-09,-1.086302630062347e-09,2.919870801113617e-10,-1.902530307786507e-09
P07,8,S1,4,M6,Q4,750.0,8,1,HbT,7.802105498074309e-09,-3.5869297579194765e-09,-7.525923305166206e-09,-1.5328028803240516e-08
P07,8,S1,4,M6,Q4,750.0,9,1,HbO,3.6590146264403425e-08,-1.3448777270045688e-08,-2.4036291783688996e-08,-6.062643804809242e-08
P07,8,S1,4,M6,Q4,750.0,9,1,HbR,-1.0634090982468334e-08,3.9905263189745955e-09,6.384909463599605e-09,1.701900044606794e-08
P07,8,S1,4,M6,Q4,750.0,9,1,HbT,2.5956055281935087e-08,-9.4582509510711e-09,-1.765138232008941e-08,-4.3607437602024497e-08
P07,8,S1,4,M6,Q4,750.0,10,1,HbO,1.216134175254427e-07,-4.605595397707705e-08,-6.70295087998069e-08,-1.886429263252496e-07
P07,8,S1,4,M6,Q4,750.0,10,1,HbR,1.1383551775438634e-09,7.646866457519939e-09,-4.718476147986996e-09,-5.856831325530859e-09
P07,8,S1,4,M6,Q4,750.0,10,1,HbT,1.227517727029866e-07,-3.840908751955703e-08,-7.174798494779389e-08,-1.9449975765078052e-07
P07,8,S1,4,M6,Q4,750.0,11,1,HbO,8.924950544655479e-08,-6.194201967278782e-08,-8.271423284735247e-08,-1.7196373829390727e-07
P07,8,S1,4,M6,Q4,750.0,11,1,HbR,-1.6063451854496903e-08,1.848674619415247e-08,2.1561495282970562e-08,3.7624947137467466e-08
P07,8,S1,4,M6,Q4,750.0,11,1,HbT,7.31860535920579e-08,-4.3455273478635375e-08,-6.11527375643819e-08,-1.343387911564398e-07
P07,8,S1,4,M6,Q4,750.0,12,1,HbO,2.0155518955559988e-07,-1.4797557342250124e-07,-2.032723952119756e-07,-4.0482758476757546e-07
P07,8,S1,4,M6,Q4,750.0,12,1,HbR,-4.0599857312590326e-08,2.9043872985557345e-08,3.84707048065139e-08,7.907056211910422e-08
P07,8,S1,4,M6,Q4,750.0,12,1,HbT,1.6095533224300953e-07,-1.1893170043694392e-07,-1.6480169040546174e-07,-3.2575702264847124e-07
P07,8,S1,4,M6,Q4,750.0,13,0,HbO,-9.065383989313202e-10,5.239732841380288e-10,-1.5351840228984564e-09,-6.286456239671361e-10
