subject_id,marker,roi,motion_correction,hpf,baseline_m10_0,stim_m0_30,response_m5_30,response_minus_baseline_m5_30
P02,M4,PFC_Frontal,none,0,-0.22281335500374649,-0.35412264596198439,-0.36168866937334226,-0.13887531436959577
P02,M4,Right_Temporal,none,0,0.40532311730295711,0.26569439069084411,2.31222876384821137e-1,-0.17410024091813614
P02,M4,head,none,0,-4.670586484546751e-2,-0.15942601246868221,-0.17188681462273611,-0.1251809497772686
P02,M5,Left_Temporal,none,0,1.11577682137544056e-1,8.605420128936467e-2,7.989329872720913e-2,-3.168438341033493e-2
P02,M5,PFC_Frontal,none,0,3.966380335719927e-1,2.43226888809628049e-1,2.155189289219444320e-1,-1.81119104650048176e-1
P02,M5,Right_Temporal,none,0,0.60958887569967779,0.46930288021418776,4.562182943525750e-1,-0.1533705813471028
P02,M5,head,none,0,3.81457084244253217e-1,0.25773284752211151,0.23763971528739616,-0.1438173689568569
P02,M6,Left_Temporal,none,0,-2.1935246871426942e-2,-0.029758411742259301,-3.0141410645631366e-2,-0.00820616377420442
P02,M6,PFC_Frontal,none,0,-0.066922015240905561,-3.9661612246800044e-2,-3.6960060395478028e-2,2.9961954845427470e-2
P02,M6,Right_Temporal,none,0,7.651006846902009e-2,9.193556496288258e-2,8.997235861456865e-2,0.01346229014554845
P02,M6,head,none,0,-2.725488848734670e-2,-9.872059043805666e-3,-8.801940656553100e-3,1.8452947830793587e-2
P03,M3,Left_Temporal,none,0,7.444512222159508e-2,-1.0830101421676135e-2,-1.8975264380883763e-2,-9.3420386602478840e-2
P03,M3,PFC_Frontal,none,0,-0.17405181632125877,-0.30956119042653651,-0.31129924220237959,-0.13724742588112079
P03,M3,Right_Temporal,none,0,8.478217671274499e-2,0.12521715192836935,0.13689015179180861,5.21079750790636000e-2
P03,M3,head,none,0,-0.085527329657587442,-1.84598221272328560e-1,-0.18560603753895219,-1.00078707881364824e-1
P03,M4,Left_Temporal,none,0,-4.360047137499125e-2,-2.6890353721805822e-2,-0.041669653226690653,1.93081814830061329e-3
P03,M4,PFC_Frontal,none,0,5.5855888033945164e-2,-0.20324466495769553,-0.28085995223438864,-0.33671584026833379
P03,M4,Right_Temporal,none,0,0.071613129217319327,0.074743681529155337,0.063040059289080713,-8.573069928238624e-3
P03,M4,head,none,0,3.832820232966402e-2,-0.12627555073748994,-0.18143689070432861,-2.19765093033992657e-1
P03,M5,Left_Temporal,none,0,-5.680876253203038e-2,-0.06065851061563847,-0.083833850259162845,-0.027025087727132451
P03,M5,PFC_Frontal,none,0,-2.48472450546065041e-1,-1.7871713302304546e-1,-0.20420623211923192,4.426621842683304e-2
P03,M5,Right_Temporal,none,0,1.7782014655141174e-1,0.093549060801160766,0.061643559795259331,-1.161765867561524570e-1
P03,M5,head,none,0,-0.1461958233786366,-0.11426547946793308,-0.14025428696004447,5.9415364185921749e-3
P03,M6,Left_Temporal,none,0,0.31814829837318803,0.25028183967823453,0.23039003271241967,-0.087758265660768414
P03,M6,PFC_Frontal,none,0,7.350599729794121e-1,0.57580892207756162,0.52049260004464581,-0.21456737293476627
