subject_id,event_index,bin,bin_lo,value,n_samples,run_index,position_in_run,cycle_position
P57,4,"[75,80)",75,0.14747466917128846,1050,1,4,follows a 90-s cycle
P57,4,"[80,85)",80,0.21208590376277817,1050,1,4,follows a 90-s cycle
P57,4,"[85,90)",85,0.28030108781574076,1050,1,4,follows a 90-s cycle
P57,5,"[-10,-5)",-10,-0.15531232439353662,1050,2,1,opens a run
P57,5,"[-5,0)",-5,-0.010000159475578703,1050,2,1,opens a run
P57,5,"[0,5)",0,-0.005767810330857888,1050,2,1,opens a run
P57,5,"[10,15)",10,0.10827907947067096,1050,2,1,opens a run
P57,5,"[15,20)",15,0.3606574771569282,1050,2,1,opens a run
P57,5,"[20,25)",20,0.3035949876319526,1050,2,1,opens a run
P57,5,"[25,30)",25,0.09788568829166726,1050,2,1,opens a run
P57,5,"[30,35)",30,-0.05427488180907315,1050,2,1,opens a run
P57,5,"[35,40)",35,-0.08661099391979916,1050,2,1,opens a run
P57,5,"[40,45)",40,-0.05662734854045025,1050,2,1,opens a run
P57,5,"[45,50)",45,-0.11621477036732646,1050,2,1,opens a run
P57,5,"[5,10)",5,0.04121153704203266,1050,2,1,opens a run
P57,5,"[50,55)",50,-0.259954873120222,1050,2,1,opens a run
P57,5,"[55,60)",55,-0.2773368875045997,1050,2,1,opens a run
P57,5,"[60,65)",60,-0.02608319121063393,1050,2,1,opens a run
P57,5,"[65,70)",65,0.20160966299928662,1050,2,1,opens a run
P57,5,"[70,75)",70,0.19032450964703532,1050,2,1,opens a run
P57,5,"[75,80)",75,0.11973454358993686,1050,2,1,opens a run
P57,5,"[80,85)",80,0.09280170758936503,1050,2,1,opens a run
P57,5,"[85,90)",85,0.07153945086242139,1050,2,1,opens a run
P57,6,"[-10,-5)",-10,0.09450345101993979,1050,2,2,follows a 90-s cycle
P57,6,"[-5,0)",-5,0.0702028179309837,1050,2,2,follows a 90-s cycle
P57,6,"[0,5)",0,0.05987947326297696,1050,2,2,follows a 90-s cycle
P57,6,"[10,15)",10,-0.015633175347537425,1050,2,2,follows a 90-s cycle
P57,6,"[15,20)",15,0.038615045442391874,1050,2,2,follows a 90-s cycle
