hpf,diff_contrast,diff_p,min_response_q_BH
0.01,0.06460639416767315,0.004675874738438721,0.7706004908169769
0.005,0.05139800835814303,0.054183128115253165,0.310278025727122
0.002,-0.020120075323640574,0.4850707652527021,0.23728738509219457
0.0,-0.04009548086838349,0.16379847959491953,0.9144336240906954
