time_s,intensity_760nm,intensity_850nm
600.0000,0.54916465,0.82423806
601.0000,0.5504787,0.81692362
602.0000,0.55488688,0.8229624
603.0000,0.56062955,0.83724117
604.0000,0.56250465,0.84402287
605.0000,0.55695873,0.83591294
606.0000,0.55646449,0.8340885
607.0000,0.55406034,0.8285321
608.0000,0.55945188,0.83965135
609.0000,0.55987138,0.83884913
610.0000,0.55508894,0.82047862
611.0000,0.54835099,0.80052656
612.0000,0.54932648,0.80003673
613.0000,0.55054611,0.79551649
614.0000,0.55880809,0.8161937
615.0000,0.56277579,0.83168101
616.0000,0.55151165,0.81482816
617.0000,0.55494994,0.82366854
618.0000,0.55567098,0.8281374
619.0000,0.5612573,0.84426826
620.0000,0.55385745,0.83076078
621.0000,0.55123007,0.82144171
622.0000,0.54907084,0.81191587
623.0000,0.5518381,0.81568891
624.0000,0.55261844,0.81595713
625.0000,0.55452555,0.81764156
626.0000,0.53416681,0.7717948
627.0000,0.53028846,0.76298571
628.0000,0.52878535,0.75954193
629.0000,0.52963924,0.76039708
630.0000,0.52799791,0.75689095
631.0000,0.53273851,0.7696678
632.0000,0.52222526,0.75051159
633.0000,0.51730251,0.74000949
634.0000,0.51897091,0.73615712
635.0000,0.52455539,0.74276388
636.0000,0.53185123,0.75378382
637.0000,0.52429485,0.73648351
638.0000,0.52190399,0.73038971
639.0000,0.52642477,0.74394244
640.0000,0.5269143,0.75230306
641.0000,0.51956469,0.74484622
642.0000,0.51567292,0.73432815
643.0000,0.51797152,0.73436236
644.0000,0.52673632,0.74956626
645.0000,0.53586793,0.7669549
646.0000,0.54039037,0.77395636
647.0000,0.52794826,0.74656218
648.0000,0.5297997,0.75015634
649.0000,0.53389919,0.76048577
650.0000,0.53971809,0.77368033
651.0000,0.54436654,0.78047132
652.0000,0.54626864,0.78256041
653.0000,0.53318197,0.75506818
654.0000,0.53839427,0.75937039
655.0000,0.53727329,0.75408167
656.0000,0.54146969,0.76100498
657.0000,0.53072131,0.74392873
658.0000,0.53393549,0.75434911
659.0000,0.54196995,0.7724514
660.0000,0.54897153,0.78826481
661.0000,0.54945946,0.79093844
662.0000,0.55735403,0.81104845
663.0000,0.54523385,0.79074866
664.0000,0.5458588,0.79190457
665.0000,0.55186361,0.79952145
666.0000,0.55961502,0.81442738
667.0000,0.56274998,0.82193434
668.0000,0.54952949,0.79340678
669.0000,0.55251831,0.79666793
670.0000,0.55281794,0.80045033
671.0000,0.56060982,0.82431996
672.0000,0.56329435,0.83867151
673.0000,0.55085826,0.81748605
674.0000,0.5557642,0.82045937
675.0000,0.56471717,0.83343607
676.0000,0.56899762,0.84184945
677.0000,0.56792384,0.84378821
678.0000,0.56174737,0.83360934
679.0000,0.55953687,0.827604
680.0000,0.56534767,0.8381362
681.0000,0.56845438,0.84643006
682.0000,0.57024711,0.85267305
683.0000,0.56112075,0.83175564
684.0000,0.56302226,0.82895982
685.0000,0.5701285,0.83913857
686.0000,0.57751185,0.85638809
687.0000,0.57829416,0.8619684
688.0000,0.5675807,0.84660614
689.0000,0.56454474,0.84193927
690.0000,0.56883514,0.85194618
691.0000,0.57420725,0.86507189
692.0000,0.57849371,0.87543094
693.0000,0.57845467,0.87514794
694.0000,0.57490671,0.86689353
695.0000,0.57400697,0.86276168
696.0000,0.572797,0.85851961
697.0000,0.57556349,0.85982245
698.0000,0.57657772,0.8610943
699.0000,0.57425112,0.85536462
700.0000,0.57580453,0.86045003
701.0000,0.5698151,0.85006827
702.0000,0.57249582,0.85725248
703.0000,0.56080693,0.83604479
704.0000,0.55771983,0.82808995
705.0000,0.55603933,0.81894094
706.0000,0.55670428,0.81725544
707.0000,0.55451858,0.81089777
708.0000,0.55865967,0.81803477
709.0000,0.56363469,0.82956719
710.0000,0.56310153,0.82720822
711.0000,0.54978645,0.79946774
712.0000,0.55241424,0.80516195
713.0000,0.55092347,0.80469078
714.0000,0.55499399,0.81744337
715.0000,0.55386335,0.81670499
716.0000,0.55551177,0.81809723
717.0000,0.55652863,0.82008445
718.0000,0.55415308,0.81544864
719.0000,0.55698168,0.82112372
720.0000,0.55608362,0.81801856
721.0000,0.55838054,0.82189274
722.0000,0.54344136,0.7867893
723.0000,0.5388177,0.77153981
724.0000,0.54042405,0.76757514
725.0000,0.54407173,0.77223814
726.0000,0.54484284,0.77361554
727.0000,0.551799,0.79246455
728.0000,0.5500046,0.79236978
729.0000,0.54125297,0.78118712
730.0000,0.54311365,0.78892946
731.0000,0.5503853,0.80749881
732.0000,0.55387479,0.81752312
733.0000,0.5590682,0.82750124
734.0000,0.56083745,0.82879037
735.0000,0.56002009,0.82234138
736.0000,0.54922706,0.79706323
737.0000,0.54832268,0.79301727
738.0000,0.54968768,0.79130191
739.0000,0.551907,0.79437256
740.0000,0.54685289,0.78751403
741.0000,0.54078162,0.77904159
742.0000,0.53914744,0.77792019
743.0000,0.54323149,0.78467005
744.0000,0.54740173,0.79612863
745.0000,0.5480054,0.80069792
746.0000,0.54701263,0.79880792
747.0000,0.54086095,0.78545225
748.0000,0.54060471,0.78253597
749.0000,0.54539686,0.78967524
750.0000,0.55224806,0.80295855
751.0000,0.54165781,0.78100687
752.0000,0.53928143,0.77306539
753.0000,0.54190361,0.77083492
754.0000,0.5413956,0.76605755
755.0000,0.53471988,0.75532478
756.0000,0.52918994,0.74421984
757.0000,0.53522468,0.75444722
758.0000,0.53693849,0.76024246
759.0000,0.54537266,0.77897024
760.0000,0.55455756,0.79758894
761.0000,0.55318439,0.7968483
762.0000,0.54859215,0.78679758
763.0000,0.56165683,0.81316763
764.0000,0.55508155,0.80701089
765.0000,0.55441785,0.80776352
766.0000,0.55883235,0.81859517
767.0000,0.56127644,0.82971227
768.0000,0.55243415,0.81897366
769.0000,0.55440676,0.82191998
770.0000,0.56019366,0.8309502
