window,a03_mean,recomputed_all_events,recomputed_consecutive_pairs,abs_diff,flag_gt_0p01
"[-10,0)",0.04348249191144442,0.04808972198006897,0.04307100122604781,4.11490685396608e-4,FALSE
"[0,5)",0.054833431111888445,0.057974845572690906,0.05464827699362824,1.8515411826020706e-4,FALSE
"[5,30)",-0.02220106277053399,-0.021721380035944107,-0.020894205384646463,0.0013068573858875283,FALSE
"[80,90)",0.059228115426713454,0.05221028591201483,0.058544214147740116,6.839012789733381e-4,FALSE
